symbol,name,sector,subsector,industry,subindustry,board
MERI,PT Merry Riana Edukasi Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pendidikan & Jasa Penunjang,Jasa Pendidikan,Pengembangan
MERK,Merck Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Utama
META,Nusantara Infrastructure Tbk,Infrastruktur,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel,Pengembangan
MFMI,Multifiling Mitra Indonesia Tbk,Perindustrian,Jasa Perindustrian,Jasa Komersial,Jasa Pendukung Bisnis,Pemantauan Khusus
MGLV,PT NexAI Digital Infrastruktur Tbk,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,Akselerasi
MGNA,PT Magna Investama Mandiri Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
MGRO,PT Mahkota Group Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Pengembangan
MHKI,PT Multi Hanna Kreasindo Tbk,Perindustrian,Jasa Perindustrian,Jasa Komersial,Jasa Pengelolaan Lingkungan & Sarana,Pengembangan
MICE,Multi Indocitra Tbk,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Perlengkapan Rumah Tangga,Pengembangan
MIDI,Midi Utama Indonesia Tbk,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Utama
MIKA,PT Mitra Keluarga Karyasehat Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Utama
MINA,PT Sanurhasta Mitra Tbk.,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
MINE,PT Sinar Terang Mandiri Tbk,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pengembangan
MIRA,Mitra International Resources Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pemantauan Khusus
MITI,Mitra Investindo Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
MKAP,PT Multikarya Asia Pasifik Raya Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pengembangan
MKNT,PT Mitra Komunikasi Nusantara Tbk.,Barang Konsumen Non-Primer,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen,Pemantauan Khusus
MKPI,Metropolitan Kentjana Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
MKTR,PT Menthobi Karyatama Raya Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
MLBI,Multi Bintang Indonesia Tbk,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Keras,Utama
MLIA,Mulia Industrindo Tbk,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Pemantauan Khusus
MLPL,Multipolar Tbk,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Utama
MLPT,PT Multipolar Technology Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,Pengembangan
MMIX,PT Multi Medika Internasional Tbk,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Pengembangan
MMLP,PT Mega Manunggal Property Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
MNCN,Media Nusantara Citra Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Utama
MOLI,PT Madusari Murni Indah Tbk.,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Pengembangan
MORA,PT Ekamas Mora Republik Tbk,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,Utama
MPIX,PT Mitra Pedagang Indonesia Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Pengembangan
MPMX,PT Mitra Pinasthika Mustika Tbk.,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Otomotif,Utama
MPOW,PT Megapower Makmur Tbk.,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Pengembangan
MPPA,Matahari Putra Prima Tbk,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Pemantauan Khusus
MPRO,PT Maha Properti Indonesia Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
MPXL,PT MPX Logistics International Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
MRAT,Mustika Ratu Tbk,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Pengembangan
MREI,Maskapai Reasuransi Indonesia Tbk,Keuangan,Asuransi,Asuransi,Reasuransi,Pengembangan
MSIE,PT Multisarana Intan Eduka Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Akselerasi
MSIN,PT MNC Digital Entertainment Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Utama
MSJA,PT Multi Spunindo Jaya Tbk.,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Pengembangan
MSKY,MNC Sky Vision Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran Berbayar,Pengembangan
MSTI,PT Mastersystem Infotama Tbk.,Teknologi,Perangkat Keras & Peralatan Teknologi,Peralatan Jaringan,Peralatan Jaringan,Utama
MTDL,Metrodata Electronics Tbk,Teknologi,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer,Utama
MTEL,PT Dayamitra Telekomunikasi Tbk,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Utama
MTFN,Capitalinc Investment Tbk,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Pemantauan Khusus
MTLA,Metropolitan Land Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Utama
MTMH,PT Murni Sadar Tbk,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Utama
MTPS,PT Meta Epsi Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pemantauan Khusus
MTRA,PT Mitra Pemuda Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pemantauan Khusus
MTSM,Metro Realty Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
MTWI,PT Malacca Trust Wuwungan Insurance Tbk.,Keuangan,Asuransi,Asuransi,Asuransi Umum,Pengembangan
MUTU,PT Mutuagung Lestari Tbk,Perindustrian,Jasa Perindustrian,Jasa Profesional,Jasa Penelitian & Konsultasi,Pengembangan
MYOH,Samindo Resources Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pengembangan
MYOR,Mayora Indah Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Utama
MYTX,PT Asia Pacific Investama Tbk.,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Pemantauan Khusus
NAIK,PT Adiwarna Anugerah Abadi Tbk,Perindustrian,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian,Pengembangan
NANO,PT Nanotech Indonesia Global Tbk,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Akselerasi
NASA,PT Andalan Perkasa Abadi Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
NASI,PT Wahana Inti Makmur Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pengembangan
NATO,PT Olympus Strategic Indonesia Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
NAYZ,PT Hassana Boga Sejahtera Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Akselerasi
NCKL,PT Trimegah Bangun Persada Tbk.,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pengembangan
NELY,Pelayaran Nelly Dwi Putri Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
NEST,PT Esta Indonesia Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Pengembangan
NETV,PT MDTV Media Technologies Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Pengembangan
NFCX,PT NFC Indonesia Tbk,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Pengembangan
NICE,PT Adhi Kartiko Pratama Tbk,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pengembangan
NICK,PT Charnic Capital Tbk.,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi,Pengembangan
NICL,PT PAM Mineral Tbk,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pengembangan
NIKL,Pelat Timah Nusantara Tbk,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pengembangan
NINE,PT Techno9 Indonesia Tbk,Teknologi,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer,Akselerasi
NIRO,City Retail Developments Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
NISP,PT Bank OCBC NISP Tbk,Keuangan,Bank,Bank,Bank,Utama
NOBU,PT Bank Nationalnobu Tbk.,Keuangan,Bank,Bank,Bank,Utama
NPGF,PT Nusa Palapa Gemilang Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Pertanian,Pengembangan
NRCA,PT Nusa Raya Cipta Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pengembangan
NSSS,PT Nusantara Sawit Sejahtera Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Pengembangan
NTBK,PT Nusatama Berkah Tbk,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Pengembangan
NUSA,PT Sinergi Megah Internusa Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pemantauan Khusus
NZIA,"PT Nusantara Almazia, Tbk.",Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
OASA,PT Maharaksa Biru Energi Tbk,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Pengembangan
OBAT,PT Brigit Biofarmaka Teknologi Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Pengembangan
OBMD,PT OBM Drilchem Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Khusus,Pengembangan
OCAP,ONIX CAPITAL Tbk,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Pemantauan Khusus
OILS,PT Indo Oil Perkasa Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Pengembangan
OKAS,Ancora Indonesia Resources Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Pengembangan
OLIV,PT Atlas Nexus Group Tbk,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,Akselerasi
OMED,PT Jayamas Medica Industri Tbk,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Utama
OMRE,Indonesia Prima Property Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
OPMS,PT Optima Prima Metal Sinergi Tbk.,Barang Baku,Barang Baku,Logam & Mineral,Baja & Besi,Pengembangan
PACK,PT Abadi Nusantara Hijau Investama Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Akselerasi
PADA,PT Personel Alih Daya Tbk,Perindustrian,Jasa Perindustrian,Jasa Profesional,Jasa Personalia,Pengembangan
PADI,Minna Padi Investama Sekuritas Tbk,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan,Utama
PALM,PT Provident Investasi Bersama Tbk,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi,Utama
PAMG,PT Bima Sakti Pertiwi Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
PANI,PT Pantai Indah Kapuk Dua Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Utama
PANR,Panorama Sentrawisata Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Pengembangan
PANS,Panin Sekuritas Tbk,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan,Utama
PART,PT Cipta Perdana Lancar Tbk,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Pengembangan
PBID,PT Panca Budi Idaman Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Utama
PBRX,Pan Brothers Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",Pemantauan Khusus
PBSA,PT Paramita Bangun Sarana Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pengembangan
PCAR,PT Prima Cakrawala Abadi Tbk,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Makanan,Pemantauan Khusus
PDES,Destinasi Tirta Nusantara Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Pengembangan
PDPP,PT Primadaya Plastisindo Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pengembangan
PEGE,PT Panca Global Kapital Tbk.,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Pengembangan
PEHA,PT Phapros Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Pengembangan
PEVE,PT Penta Valent Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Pengembangan
PGAS,PT Perusahaan Gas Negara (Persero) Tbk,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Utama
PGEO,PT Pertamina Geothermal Energy Tbk,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Utama
PGJO,PT Bahtera Bumi Raya Tbk,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Pemantauan Khusus
PGLI,Pembangunan Graha Lestari Indah Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Pengembangan
PGUN,PT Pradiksi Gunatama Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Pengembangan
PICO,Pelangi Indah Canindo Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pengembangan
PIPA,PT Oxala Energy International Tbk,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Pengembangan
PJAA,Pembangunan Jaya Ancol Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Fasilitas Rekreasi & Olah Raga,Pengembangan
PJHB,PT Pelayaran Jaya Hidup Baru Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
PKPK,Paragon Karya Perkasa Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pengembangan
PLAN,PT Planet Properindo Jaya Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Akselerasi
PLAS,Polaris Investama Tbk,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Pemantauan Khusus
PLIN,Plaza Indonesia Realty Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
PMJS,PT Putra Mandiri Jembar Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Otomotif,Pengembangan
PMMP,PT Panca Mitra Multiperdana Tbk.,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pemantauan Khusus
PMUI,PT Prima Multi Usaha Indonesia Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen,Pengembangan
PNBN,Bank Pan Indonesia Tbk,Keuangan,Bank,Bank,Bank,Utama
PNBS,PT Bank Panin Dubai Syariah Tbk.,Keuangan,Bank,Bank,Bank,Pengembangan
PNGO,PT AEP Pinago Plantations Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Pemantauan Khusus
PNIN,Paninvest Tbk,Keuangan,Asuransi,Asuransi,Asuransi Umum,Utama
PNLF,Panin Financial Tbk,Keuangan,Asuransi,Asuransi,Asuransi Jiwa,Utama
PNSE,Pudjiadi & Sons Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
POLA,PT Pool Advista Finance Tbk.,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Pengembangan
POLI,PT Pollux Hotels Group Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
POLL,PT Pollux Properties Indonesia Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
POLU,PT Golden Flower Tbk.,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",Pengembangan
POLY,Asia Pacific Fibers Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Pemantauan Khusus
POOL,Pool Advista Indonesia Tbk,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Pemantauan Khusus
PORT,PT Nusantara Pelabuhan Handal Tbk.,Infrastruktur,Infrastruktur Transportasi,Operator Infrastruktur Transportasi,Operator Pelabuhan,Utama
POSA,PT Bliss Properti Indonesia Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
POWR,PT Cikarang Listrindo Tbk.,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Utama
PPGL,PT Prima Globalindo Logistik Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Akselerasi
PPRE,PT PP Presisi Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pengembangan
PPRI,PT Paperocks Indonesia Tbk.,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pengembangan
PPRO,PT PP Properti Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
PRAY,PT Famon Awal Bros Sedaya Tbk,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Utama
PRDA,PT Prodia Widyahusada Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Utama
PRDL,PT Prodia Diagnostic Line Tbk,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Pengembangan
PRIM,PT Royal Prima Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Pengembangan
PSAB,J RESOURCES ASIA PASIFIK Tbk,Barang Baku,Barang Baku,Logam & Mineral,Emas,Pengembangan
PSAT,PT Pancaran Samudera Transport Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Pengembangan
PSDN,Prasidha Aneka Niaga Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pengembangan
PSGO,PT Palma Serasih Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
PSKT,PT Red Planet Indonesia Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
PSSI,PT IMC Pelita Logistik Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Utama
PTBA,PT Bukit Asam (Persero) Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Utama
PTDU,PT Djasa Ubersakti Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pemantauan Khusus
PTIS,Indo Straits Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Pengembangan
PTMP,PT Mitra Pack Tbk.,Perindustrian,Barang Perindustrian,Mesin,Mesin & Komponen Perindustrian,Pengembangan
PTMR,PT Master Print Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pemantauan Khusus
PTPP,PP (Persero) Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Utama
PTPS,PT Pulau Subur Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Pengembangan
PTPW,PT Pratama Widya Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pengembangan
PTRO,Petrosea Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Utama
PTSN,Sat Nusapersada Tbk,Teknologi,Perangkat Keras & Peralatan Teknologi,Peralatan Jaringan,Peralatan Jaringan,Pengembangan
PTSP,Pioneerindo Gourmet International Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Pengembangan
PUDP,Pudjiadi Prestige Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
PURA,PT Putra Rajawali Kencana Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pemantauan Khusus
PURE,PT Trinitan Metals and Minerals Tbk,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pemantauan Khusus
PURI,PT Puri Global Sukses Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
PWON,Pakuwon Jati Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Utama
PYFA,PT Pyridam Farma Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Pengembangan
PZZA,PT Sarimelati Kencana Tbk.,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Pengembangan
RAAM,PT Tripar Multivision Plus Tbk.,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Utama
RAFI,PT Sari Kreasi Boga Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Pemantauan Khusus
RAJA,Rukun Raharja Tbk,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Utama
RALS,Ramayana Lestari Sentosa Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Department Store,Department Store,Utama
RANC,Supra Boga Lestari Tbk,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,Pengembangan
RANS,PT Rans Entertainmen Indonesia Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Pengembangan
RATU,PT Raharja Energi Cepu Tbk,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas,Pengembangan
RBMS,Ristia Bintang Mahkotasejati Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
RCCC,PT Utama Radar Cahaya Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Akselerasi
RDTX,Roda Vivatex Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
REAL,PT Repower Asia Indonesia Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
RELF,PT Graha Mitra Asia Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Akselerasi
RELI,Reliance Sekuritas Indonesia Tbk,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan,Pengembangan
